_id,Date_Collected,LTC_Home,LTC_Home_Number,City,PHU,1st_dose_percentage_staff_vaccination_rate,2nd_dose_percentage_staff_vaccination_rate
679,2021-09-30T00:00:00,Maxville Manor,3000,Maxville,EASTERN ONTARIO,0.85,0.83
680,2021-09-30T00:00:00,Parisien Manor,1131,Cornwall,EASTERN ONTARIO,0.96,0.93
681,2021-09-30T00:00:00,Pinecrest (Plantagenet),2797,Plantagenet,EASTERN ONTARIO,0.9,0.82
682,2021-09-30T00:00:00,Residence Prescott et Russell,M567,Hawkesbury,EASTERN ONTARIO,0.84,0.81
683,2021-09-30T00:00:00,Sandfield Place,2778,Cornwall,EASTERN ONTARIO,0.95,0.95
684,2021-09-30T00:00:00,St. Jacques Nursing Home,2691,Embrun,EASTERN ONTARIO,0.97,0.96
685,2021-09-30T00:00:00,St. Joseph's Continuing Care Centre,3012,Cornwall,EASTERN ONTARIO,0.92,0.88
686,2021-09-30T00:00:00,The Palace,2642,Alexandria,EASTERN ONTARIO,0.95,0.9
687,2021-09-30T00:00:00,Tsiionkwanonhsote,2800,Akwesasne,EASTERN ONTARIO,0.79,0.75
688,2021-09-30T00:00:00,Woodland Villa,2743,Long Sault,EASTERN ONTARIO,0.92,0.85
689,2021-09-30T00:00:00,Brucelea Haven Long Term Care Home - Corporation of the County of Bruce,M507,Walkerton,GREY-BRUCE,0.82,0.77
690,2021-09-30T00:00:00,Country Lane Long Term Care Residence,1027,Chatsworth,GREY-BRUCE,0.88,0.83
691,2021-09-30T00:00:00,Elgin Abbey Nursing Home,2725,Chesley,GREY-BRUCE,0.93,0.93
692,2021-09-30T00:00:00,Errinrung Long Term Care Home,2513,Thornbury,GREY-BRUCE,0.81,0.81
693,2021-09-30T00:00:00,Gateway Haven Long Term Care Home,M526,Wiarton,GREY-BRUCE,0.89,0.86
694,2021-09-30T00:00:00,Georgian Heights,2638,Owen Sound,GREY-BRUCE,0.9,0.88
695,2021-09-30T00:00:00,Golden Dawn Nursing Home,2705,Lion's Head,GREY-BRUCE,0.93,0.86
696,2021-09-30T00:00:00,Grey Gables Home for the Aged,M606,Markdale,GREY-BRUCE,0.91,0.88
697,2021-09-30T00:00:00,Hanover Care Centre,2770,Hanover,GREY-BRUCE,0.98,0.91
698,2021-09-30T00:00:00,Lee Manor Home,M549,Owen Sound,GREY-BRUCE,0.87,0.86
699,2021-09-30T00:00:00,Maple View,2690,Owen Sound,GREY-BRUCE,1,0.98
700,2021-09-30T00:00:00,Meaford Long Term Care - a peopleCare Community,2612,Meaford,GREY-BRUCE,0.97,0.93
701,2021-09-30T00:00:00,Parkview Manor Health Care Centre,1053,Chesley,GREY-BRUCE,0.95,0.87
702,2021-09-30T00:00:00,Pinecrest Manor,2600,Lucknow,GREY-BRUCE,0.92,0.86
703,2021-09-30T00:00:00,Rockwood Terrace Home for the Aged,M570,Durham,GREY-BRUCE,0.83,0.82
704,2021-09-30T00:00:00,Southampton Care Centre,2597,Southampton,GREY-BRUCE,0.96,0.93
705,2021-09-30T00:00:00,Summit Place,2624,Owen Sound,GREY-BRUCE,0.95,0.92
706,2021-09-30T00:00:00,The Village Seniors Community,2599,Hanover,GREY-BRUCE,0.96,0.94
707,2021-09-30T00:00:00,Trillium Court,2773,Kincardine,GREY-BRUCE,0.98,0.94
708,2021-09-30T00:00:00,Anson Place Care Centre,2786,Hagersville,HALDIMAND-NORFOLK,0.94,0.87
709,2021-09-30T00:00:00,Caressant Care Courtland,2826,Courtland,HALDIMAND-NORFOLK,0.97,0.9
710,2021-09-30T00:00:00,Cedarwood Village,2768,Simcoe,HALDIMAND-NORFOLK,0.93,0.89
711,2021-09-30T00:00:00,Delhi Long Term Care Centre,2660,Delhi,HALDIMAND-NORFOLK,0.91,0.86
712,2021-09-30T00:00:00,Dover Cliffs,1056,Port Dover,HALDIMAND-NORFOLK,0.96,0.87
713,2021-09-30T00:00:00,Edgewater Gardens Long Term Care Centre,2963,Dunnville,HALDIMAND-NORFOLK,0.96,0.95
714,2021-09-30T00:00:00,Gardenview Long Term Care Home,2961,Townsend,HALDIMAND-NORFOLK,0.81,0.73
715,2021-09-30T00:00:00,Grandview Lodge / Dunnville,M532,Dunnville,HALDIMAND-NORFOLK,0.87,0.86
716,2021-09-30T00:00:00,Norview Lodge,M624,Simcoe,HALDIMAND-NORFOLK,0.82,0.79
717,2021-09-30T00:00:00,The Norfolk Hospital Nursing Home,2621,Simcoe,HALDIMAND-NORFOLK,0.81,0.72
718,2021-09-30T00:00:00,Burnbrae Gardens Long Term Care Residence,2686,Campbellford,HALIBURTON KAWARTHA PR,0.94,0.89
719,2021-09-30T00:00:00,Caressant Care Lindsay Nursing Home,2701,Lindsay,HALIBURTON KAWARTHA PR,0.99,0.93
720,2021-09-30T00:00:00,Caressant Care on McLaughlin Road,2916,Lindsay,HALIBURTON KAWARTHA PR,0.97,0.93
721,2021-09-30T00:00:00,Case Manor Care Community,958,Bobcaygeon,HALIBURTON KAWARTHA PR,0.93,0.86
722,2021-09-30T00:00:00,Extendicare Cobourg,2851,Cobourg,HALIBURTON KAWARTHA PR,0.97,0.92
723,2021-09-30T00:00:00,Extendicare Haliburton,2644,Haliburton,HALIBURTON KAWARTHA PR,0.97,0.97
724,2021-09-30T00:00:00,Extendicare Kawartha Lakes,2838,Lindsay,HALIBURTON KAWARTHA PR,0.93,0.91
725,2021-09-30T00:00:00,Extendicare Port Hope,2925,Port Hope,HALIBURTON KAWARTHA PR,0.96,0.89
726,2021-09-30T00:00:00,Fenelon Court,2850,Fenelon Falls,HALIBURTON KAWARTHA PR,0.99,0.93
727,2021-09-30T00:00:00,Frost Manor,2703,Lindsay,HALIBURTON KAWARTHA PR,0.96,0.93
728,2021-09-30T00:00:00,Golden Plough Lodge,M531,Cobourg,HALIBURTON KAWARTHA PR,0.94,0.93
729,2021-09-30T00:00:00,Highland Wood,3030,Haliburton,HALIBURTON KAWARTHA PR,0.91,0.91
730,2021-09-30T00:00:00,Hope Street Terrace,2639,Port Hope,HALIBURTON KAWARTHA PR,0.96,0.94
731,2021-09-30T00:00:00,Hyland Crest,3050,Minden,HALIBURTON KAWARTHA PR,0.87,0.87
732,2021-09-30T00:00:00,Maplewood,2717,Brighton,HALIBURTON KAWARTHA PR,0.89,0.78
733,2021-09-30T00:00:00,Pinecrest Nursing Home (Bobcaygeon),2731,Bobcaygeon,HALIBURTON KAWARTHA PR,0.86,0.77
734,2021-09-30T00:00:00,Regency Long Term Care Home,2511,Port Hope,HALIBURTON KAWARTHA PR,0.92,0.91
735,2021-09-30T00:00:00,Streamway Villa,2666,Cobourg,HALIBURTON KAWARTHA PR,0.93,0.91
736,2021-09-30T00:00:00,Victoria Manor Home for the Aged,M589,Lindsay,HALIBURTON KAWARTHA PR,0.92,0.92
737,2021-09-30T00:00:00,Warkworth Place,2803,Warkworth,HALIBURTON KAWARTHA PR,0.92,0.88
738,2021-09-30T00:00:00,Allendale,M536,Milton,HALTON,0.88,0.79
739,2021-09-30T00:00:00,Bennett Health Care Centre,2816,Georgetown,HALTON,0.98,0.98
740,2021-09-30T00:00:00,Billings Court Manor,2938,Burlington,HALTON,0.83,0.79
741,2021-09-30T00:00:00,Burloak,2857,Burlington,HALTON,0.98,0.92
742,2021-09-30T00:00:00,CAMA Woodlands Nursing Home,2774,Burlington,HALTON,0.93,0.91
743,2021-09-30T00:00:00,Chartwell Brant Centre Long Term Care Residence,2900,Burlington,HALTON,0.97,0.93
744,2021-09-30T00:00:00,Chartwell Waterford Long Term Care Residence,2908,Oakville,HALTON,0.97,0.94
745,2021-09-30T00:00:00,Creek Way Village,M623,Burlington,HALTON,0.93,0.91
746,2021-09-30T00:00:00,Extendicare Halton Hills,2892,Georgetown,HALTON,0.96,0.95
747,2021-09-30T00:00:00,Hampton Terrace Care Centre,2846,Burlington,HALTON,1,0.97
748,2021-09-30T00:00:00,Maple Villa Long Term Care Centre,2408,Burlington,HALTON,0.97,0.94
749,2021-09-30T00:00:00,Mount Nemo Christian Nursing Home,2577,Burlington,HALTON,0.86,0.83
750,2021-09-30T00:00:00,Northridge,2862,Oakville,HALTON,0.96,0.9
751,2021-09-30T00:00:00,Post Inn Village,M620,Oakville,HALTON,0.92,0.9
752,2021-09-30T00:00:00,The Village of Tansley Woods,2854,Burlington,HALTON,0.98,0.97
753,2021-09-30T00:00:00,Wellington Park Care Centre,1023,Burlington,HALTON,0.92,0.86
754,2021-09-30T00:00:00,West Oak Village,2870,Oakville,HALTON,0.99,0.96
755,2021-09-30T00:00:00,Wyndham Manor Long Term Care Centre,2910,Oakville,HALTON,0.98,0.96
756,2021-09-30T00:00:00,Alexander Place,2861,Waterdown,HAMILTON,0.98,0.9
757,2021-09-30T00:00:00,Arbour Creek Long-Term Care Centre,2930,Hamilton,HAMILTON,0.9,0.88
758,2021-09-30T00:00:00,BayWoods Place,2581,Hamilton,HAMILTON,0.99,0.96
759,2021-09-30T00:00:00,Blackadar Continuing Care Centre,2641,Dundas,HAMILTON,1,0.98
760,2021-09-30T00:00:00,Chartwell Willowgrove Long Term Care Residence,2921,Ancaster,HAMILTON,0.98,0.95
761,2021-09-30T00:00:00,Clarion Nursing Home,2721,Stoney Creek,HAMILTON,0.86,0.81
762,2021-09-30T00:00:00,Dundurn Place Care Centre,2739,Hamilton,HAMILTON,0.98,0.96
763,2021-09-30T00:00:00,Extendicare Hamilton,2858,Hamilton,HAMILTON,0.94,0.92
764,2021-09-30T00:00:00,Grace Villa Nursing Home,2741,Hamilton,HAMILTON,0.91,0.86
765,2021-09-30T00:00:00,Hamilton Continuing Care,2706,Hamilton,HAMILTON,0.95,0.83
766,2021-09-30T00:00:00,Heritage Green Nursing Home,2776,Stoney Creek,HAMILTON,0.81,0.74
767,2021-09-30T00:00:00,Idlewyld Manor,2931,Hamilton,HAMILTON,0.95,0.94
768,2021-09-30T00:00:00,Macassa  Lodge,M552,Hamilton,HAMILTON,0.94,0.9
769,2021-09-30T00:00:00,Orchard Terrace Care Centre,2477,Stoney Creek,HAMILTON,0.92,0.86
770,2021-09-30T00:00:00,Parkview Nursing Centre,2700,Hamilton,HAMILTON,0.96,0.94
771,2021-09-30T00:00:00,Pine Villa Nursing Home,2750,Stoney Creek,HAMILTON,0.87,0.82
772,2021-09-30T00:00:00,Queen's Garden,2853,Hamilton,HAMILTON,0.99,0.91
773,2021-09-30T00:00:00,Regina Gardens,2922,Hamilton,HAMILTON,0.95,0.91
774,2021-09-30T00:00:00,Ridgeview,2849,Stoney Creek,HAMILTON,0.92,0.9
775,2021-09-30T00:00:00,Shalom Village Nursing Home,2775,Hamilton,HAMILTON,0.96,0.91
776,2021-09-30T00:00:00,"St. Joseph's Villa, Dundas",2975,Dundas,HAMILTON,0.87,0.84
777,2021-09-30T00:00:00,St. Peter's Residence at Chedoke,2927,Hamilton,HAMILTON,0.96,0.89
778,2021-09-30T00:00:00,The Meadows,2844,Ancaster,HAMILTON,0.97,0.95
779,2021-09-30T00:00:00,The Village of Wentworth Heights,2841,Hamilton,HAMILTON,0.97,0.93
780,2021-09-30T00:00:00,The Wellington Nursing Home,2784,Hamilton,HAMILTON,0.95,0.94
781,2021-09-30T00:00:00,Victoria Gardens Long Term Care,2806,Hamilton,HAMILTON,0.91,0.89
782,2021-09-30T00:00:00,Wentworth Lodge,M592,Dundas,HAMILTON,0.94,0.92
783,2021-09-30T00:00:00,Belmont Long Term Care Facility,2901,Belleville,HASTINGS PRINCE EDWARD,0.94,0.87
784,2021-09-30T00:00:00,Caressant Care Marmora,2718,Marmora,HASTINGS PRINCE EDWARD,0.96,0.95
785,2021-09-30T00:00:00,Crown Ridge Place,2787,Trenton,HASTINGS PRINCE EDWARD,0.88,0.85
786,2021-09-30T00:00:00,E. J. McQuigge Lodge,2668,Cannifton,HASTINGS PRINCE EDWARD,0.99,0.98
787,2021-09-30T00:00:00,H.J. McFarland Memorial Home,M556,Picton,HASTINGS PRINCE EDWARD,0.94,0.93
788,2021-09-30T00:00:00,Hallowell House,891,Picton,HASTINGS PRINCE EDWARD,0.97,0.92
789,2021-09-30T00:00:00,Hastings Centennial Manor,M537,Bancroft,HASTINGS PRINCE EDWARD,0.84,0.71
790,2021-09-30T00:00:00,Hastings Manor Home for the Aged,M538,Belleville,HASTINGS PRINCE EDWARD,0.93,0.85
791,2021-09-30T00:00:00,Kentwood Park,893,Picton,HASTINGS PRINCE EDWARD,0.97,0.93
792,2021-09-30T00:00:00,Moira Place Long-Term Care Home,2977,Tweed,HASTINGS PRINCE EDWARD,0.86,0.83
793,2021-09-30T00:00:00,Stirling Manor Nursing Home,2470,Stirling,HASTINGS PRINCE EDWARD,0.89,0.84
794,2021-09-30T00:00:00,Trent Valley Lodge,2337,Trenton,HASTINGS PRINCE EDWARD,0.9,0.86
795,2021-09-30T00:00:00,West Lake Terrace,997,Picton,HASTINGS PRINCE EDWARD,0.98,0.91
796,2021-09-30T00:00:00,Westgate Lodge Nursing Home,2623,Belleville,HASTINGS PRINCE EDWARD,0.96,0.83
797,2021-09-30T00:00:00,Blue Water Rest Home,2987,Zurich,HURON-PERTH,0.99,0.96
798,2021-09-30T00:00:00,Braemar Retirement Centre,2788,Wingham,HURON-PERTH,0.84,0.82
799,2021-09-30T00:00:00,Caressant Care Listowel Nursing Home,2664,Listowel,HURON-PERTH,0.96,0.82
800,2021-09-30T00:00:00,Exeter Villa,2749,Exeter,HURON-PERTH,0.98,0.98
801,2021-09-30T00:00:00,Greenwood Court,3023,Stratford,HURON-PERTH,0.91,0.91
802,2021-09-30T00:00:00,Hillside Manor,1975,Stratford,HURON-PERTH,0.97,0.95
803,2021-09-30T00:00:00,Huronlea Home for the Aged,M601,Brussels,HURON-PERTH,0.85,0.8
804,2021-09-30T00:00:00,Huronview Home for the Aged,M541,Clinton,HURON-PERTH,0.81,0.77
805,2021-09-30T00:00:00,Kingsway Lodge Nursing Home,2726,St. Marys,HURON-PERTH,1,0.98
806,2021-09-30T00:00:00,Knollcrest Lodge,2996,Milverton,HURON-PERTH,0.87,0.83
807,2021-09-30T00:00:00,Maitland Manor,965,Goderich,HURON-PERTH,0.94,0.93
808,2021-09-30T00:00:00,Mitchell Nursing Home,2689,Mitchell,HURON-PERTH,0.95,0.92
809,2021-09-30T00:00:00,Queensway Long Term Care Home,933,Hensall,HURON-PERTH,0.99,0.98
810,2021-09-30T00:00:00,Ritz Lutheran Villa,3007,Mitchell,HURON-PERTH,0.94,0.92
811,2021-09-30T00:00:00,Seaforth Long Term Care Home,1135,Seaforth,HURON-PERTH,1,0.99
812,2021-09-30T00:00:00,Spruce Lodge Home for the Aged,M575,Stratford,HURON-PERTH,0.96,0.95
813,2021-09-30T00:00:00,The Fordwich Village Nursing Home,995,Fordwich,HURON-PERTH,1,1
814,2021-09-30T00:00:00,Wildwood Care Centre,2802,St. Marys,HURON-PERTH,0.95,0.93
815,2021-09-30T00:00:00,Arbour Heights,2982,Kingston,KINGSTON FRONTENAC L & A,1,0.96
816,2021-09-30T00:00:00,Extendicare Kingston,2616,Kingston,KINGSTON FRONTENAC L & A,0.99,0.9
817,2021-09-30T00:00:00,Fairmount Home for the Aged,M521,Glenburnie,KINGSTON FRONTENAC L & A,0.95,0.92
818,2021-09-30T00:00:00,Friendly Manor Nursing Home,934,Deseronto,KINGSTON FRONTENAC L & A,0.91,0.88
819,2021-09-30T00:00:00,Helen Henderson Nursing Home,2728,Amherstview,KINGSTON FRONTENAC L & A,0.98,0.95
820,2021-09-30T00:00:00,Lennox and Addington County General Hospital,7089,Napanee,KINGSTON FRONTENAC L & A,1,0.92
821,2021-09-30T00:00:00,Pine Meadow Nursing Home,2796,Northbrook,KINGSTON FRONTENAC L & A,0.81,0.75
822,2021-09-30T00:00:00,Providence Manor,3005,Kingston,KINGSTON FRONTENAC L & A,0.99,0.94
823,2021-09-30T00:00:00,Rideaucrest Home,M569,Kingston,KINGSTON FRONTENAC L & A,0.93,0.92
824,2021-09-30T00:00:00,The John M. Parrott Centre,M625,Napanee,KINGSTON FRONTENAC L & A,0.94,0.92
825,2021-09-30T00:00:00,The Village Green Nursing Home,2681,Selby,KINGSTON FRONTENAC L & A,0.89,0.86
826,2021-09-30T00:00:00,Trillium Retirement and Care Community,2790,Kingston,KINGSTON FRONTENAC L & A,0.99,0.98
827,2021-09-30T00:00:00,Afton Park Place Long Term Care Community,2872,Sarnia,LAMBTON,0.95,0.84
828,2021-09-30T00:00:00,Fiddick's Nursing Home,2673,Petrolia,LAMBTON,0.98,0.94
829,2021-09-30T00:00:00,Lambton Meadowview Villa,M547,Petrolia,LAMBTON,0.85,0.81
830,2021-09-30T00:00:00,Marshall Gowland Manor,M613,Sarnia,LAMBTON,0.92,0.89
831,2021-09-30T00:00:00,North Lambton Lodge,M559,Forest,LAMBTON,0.96,0.92
832,2021-09-30T00:00:00,Sumac Lodge,2573,Sarnia,LAMBTON,0.94,0.88
833,2021-09-30T00:00:00,Trillium Villa Nursing Home,2217,Sarnia,LAMBTON,0.95,0.89
834,2021-09-30T00:00:00,Twin Lakes Terrace Long Term Care Community,2889,Sarnia,LAMBTON,0.92,0.85
835,2021-09-30T00:00:00,Vision Nursing Home,2659,Sarnia,LAMBTON,0.96,0.89
836,2021-09-30T00:00:00,Watford Quality Care Centre,2652,Watford,LAMBTON,1,1
837,2021-09-30T00:00:00,Almonte Country Haven,2692,Almonte,"LEEDS,GRENVILLE,LANARK",1,1
838,2021-09-30T00:00:00,Bayfield Manor,2772,Kemptville,"LEEDS,GRENVILLE,LANARK",0.99,0.94
839,2021-09-30T00:00:00,Broadview Nursing Centre,2684,Smiths Falls,"LEEDS,GRENVILLE,LANARK",0.88,0.83
840,2021-09-30T00:00:00,Carveth Care Centre,2683,Gananoque,"LEEDS,GRENVILLE,LANARK",0.94,0.93
841,2021-09-30T00:00:00,Fairview Manor,2973,Almonte,"LEEDS,GRENVILLE,LANARK",0.98,0.95
842,2021-09-30T00:00:00,Hilltop Manor Nursing Home (Merrickville),2645,Merrickville,"LEEDS,GRENVILLE,LANARK",0.99,0.99
843,2021-09-30T00:00:00,Kemptville District Hospital,7073,Kemptville,"LEEDS,GRENVILLE,LANARK",0.97,0.95
844,2021-09-30T00:00:00,Lanark Lodge,M548,Perth,"LEEDS,GRENVILLE,LANARK",0.94,0.92
845,2021-09-30T00:00:00,Maple View Lodge,M554,Athens,"LEEDS,GRENVILLE,LANARK",0.94,0.91
846,2021-09-30T00:00:00,Perth Community Care Centre,962,Perth,"LEEDS,GRENVILLE,LANARK",0.99,0.97
847,2021-09-30T00:00:00,Rosebridge Manor,2671,Jasper,"LEEDS,GRENVILLE,LANARK",1,0.97
848,2021-09-30T00:00:00,Sherwood Park Manor,2640,Brockville,"LEEDS,GRENVILLE,LANARK",0.87,0.8
849,2021-09-30T00:00:00,St. Lawrence Lodge,M576,Brockville,"LEEDS,GRENVILLE,LANARK",0.88,0.82
850,2021-09-30T00:00:00,Stoneridge Manor,2637,Carleton Place,"LEEDS,GRENVILLE,LANARK",0.98,0.94
851,2021-09-30T00:00:00,Wellington House Nursing Home,2807,Prescott,"LEEDS,GRENVILLE,LANARK",0.96,0.87
852,2021-09-30T00:00:00,Babcock Community Care Centre,2626,Wardsville,MIDDLESEX-LONDON,0.87,0.85
853,2021-09-30T00:00:00,Chartwell London Long Term Care Residence,2919,London,MIDDLESEX-LONDON,0.97,0.96
854,2021-09-30T00:00:00,Chartwell Parkhill Long Term Care Residence,2632,Parkhill,MIDDLESEX-LONDON,0.93,0.88
855,2021-09-30T00:00:00,Chelsey Park,2655,London,MIDDLESEX-LONDON,0.97,0.92
856,2021-09-30T00:00:00,Country Terrace,907,Komoka,MIDDLESEX-LONDON,0.96,0.95
857,2021-09-30T00:00:00,Craigholme,2622,Ailsa Craig,MIDDLESEX-LONDON,0.83,0.78
858,2021-09-30T00:00:00,Dearness Home for Senior Citizens,M514,London,MIDDLESEX-LONDON,0.92,0.87
859,2021-09-30T00:00:00,Earls Court Village,3047,London,MIDDLESEX-LONDON,0.92,0.9
860,2021-09-30T00:00:00,Elmwood Place,3054,London,MIDDLESEX-LONDON,1,0.98
861,2021-09-30T00:00:00,Extendicare London,2173,London,MIDDLESEX-LONDON,0.97,0.95
862,2021-09-30T00:00:00,Henley Place,3045,London,MIDDLESEX-LONDON,0.95,0.88
863,2021-09-30T00:00:00,Kensington Village,2729,London,MIDDLESEX-LONDON,0.97,0.93
864,2021-09-30T00:00:00,McCormick Home,2965,London,MIDDLESEX-LONDON,0.95,0.92
865,2021-09-30T00:00:00,McGarrell Place,2964,London,MIDDLESEX-LONDON,0.93,0.9
866,2021-09-30T00:00:00,Meadow Park (London),2643,London,MIDDLESEX-LONDON,0.99,0.96
867,2021-09-30T00:00:00,Middlesex Terrace,1030,Delaware,MIDDLESEX-LONDON,0.93,0.9
868,2021-09-30T00:00:00,Mount Hope Centre for Long Term Care,C596,London,MIDDLESEX-LONDON,0.88,0.85
869,2021-09-30T00:00:00,Oneida Nation of the Thames Long-Term Care Home (Tsi' Nu: yoyantle' Na' Tuhuwati,3042,Southwold,MIDDLESEX-LONDON,,
870,2021-09-30T00:00:00,peopleCare Oakcrossing London,2980,London,MIDDLESEX-LONDON,0.93,0.9
871,2021-09-30T00:00:00,Sprucedale Care Centre,2946,Strathroy,MIDDLESEX-LONDON,0.92,0.91
872,2021-09-30T00:00:00,Strathmere Lodge,M627,Strathroy,MIDDLESEX-LONDON,0.9,0.87
873,2021-09-30T00:00:00,The Village of Glendale Crossing,2979,London,MIDDLESEX-LONDON,1,0.79
874,2021-09-30T00:00:00,Westmount Gardens Long Term Care Home,2878,London,MIDDLESEX-LONDON,0.99,0.97
875,2021-09-30T00:00:00,"Albright Gardens Homes, Incorporated",2983,Beamsville,NIAGARA,0.83,0.8
876,2021-09-30T00:00:00,Bella Senior Care Residences,2890,Niagara Falls,NIAGARA,0.87,0.79
877,2021-09-30T00:00:00,Crescent Park Lodge,2587,Fort Erie,NIAGARA,0.93,0.91
878,2021-09-30T00:00:00,Deer Park Villa,M611,Grimsby,NIAGARA,0.92,0.89
879,2021-09-30T00:00:00,Douglas H. Rapelje Lodge,M604,Welland,NIAGARA,0.98,0.93
880,2021-09-30T00:00:00,Extendicare St. Catharines,2321,St. Catharines,NIAGARA,0.95,0.91
881,2021-09-30T00:00:00,Foyer Richelieu Welland,3022,Welland,NIAGARA,0.95,0.93
882,2021-09-30T00:00:00,Garden City Manor,2364,St. Catharines,NIAGARA,1,0.96
883,2021-09-30T00:00:00,Gilmore Lodge,M528,Fort Erie,NIAGARA,0.94,0.89
884,2021-09-30T00:00:00,Heidehof Long Term Care Home,2960,St. Catharines,NIAGARA,0.96,0.93
885,2021-09-30T00:00:00,Kilean Lodge,1866,Grimsby,NIAGARA,0.97,0.97
886,2021-09-30T00:00:00,Linhaven,M551,St. Catharines,NIAGARA,0.95,0.93
887,2021-09-30T00:00:00,Maple Park Lodge,2891,Fort Erie,NIAGARA,0.96,0.86
888,2021-09-30T00:00:00,Mennonite Brethren Senior Citizens Home,3016,St. Catharines,NIAGARA,0.88,0.85
889,2021-09-30T00:00:00,Millennium Trail Manor,2948,Niagara Falls,NIAGARA,0.88,0.85
890,2021-09-30T00:00:00,"Niagara Health System, Welland Hospital Site, Extended Care Unit",2607,Welland,NIAGARA,0.89,0.89
891,2021-09-30T00:00:00,Niagara Ina Grafton Gage Village,2994,St. Catharines,NIAGARA,0.9,0.84
892,2021-09-30T00:00:00,Niagara Long Term Care Residence,2618,Niagara-On-The-Lake,NIAGARA,0.98,0.93
893,2021-09-30T00:00:00,Northland Pointe,M610,Port Colborne,NIAGARA,0.96,0.92
894,2021-09-30T00:00:00,Oakwood Park Lodge,2661,Niagara Falls,NIAGARA,0.91,0.86
895,2021-09-30T00:00:00,Pleasant Manor Retirement Village,2799,Virgil,NIAGARA,0.95,0.93
896,2021-09-30T00:00:00,R. H. Lawson Eventide Home,2991,Niagara Falls,NIAGARA,0.83,0.77
897,2021-09-30T00:00:00,Royal Rose Place,3049,Welland,NIAGARA,0.97,0.9
898,2021-09-30T00:00:00,Shalom Manor Long Term Care Home,3009,Grimsby,NIAGARA,0.85,0.77
899,2021-09-30T00:00:00,The Henley House,2909,St. Catharines,NIAGARA,0.94,0.91
900,2021-09-30T00:00:00,The Meadows of Dorchester,M515,Niagara Falls,NIAGARA,0.96,0.93
901,2021-09-30T00:00:00,The Woodlands of Sunset,M617,Welland,NIAGARA,0.98,0.93
902,2021-09-30T00:00:00,Tufford Nursing Home,2711,St. Catharines,NIAGARA,0.97,0.97
903,2021-09-30T00:00:00,United Mennonite Home,2951,Vineland,NIAGARA,0.83,0.76
904,2021-09-30T00:00:00,Upper Canada Lodge,M587,Niagara-On-The-Lake,NIAGARA,0.93,0.93
905,2021-09-30T00:00:00,Valley Park Lodge,2737,Niagara Falls,NIAGARA,1,1
906,2021-09-30T00:00:00,West Park Health Centre,1500,St. Catharines,NIAGARA,0.98,0.95
907,2021-09-30T00:00:00,Algonquin Nursing Home,3052,Mattawa,NORTH BAY-PARRY SOUND,0.93,0.91
908,2021-09-30T00:00:00,Au Chateau,M502,Sturgeon Falls,NORTH BAY-PARRY SOUND,0.94,0.87
909,2021-09-30T00:00:00,Belvedere Heights,M503,Parry Sound,NORTH BAY-PARRY SOUND,0.91,0.89
910,2021-09-30T00:00:00,Cassellholme,M509,North Bay,NORTH BAY-PARRY SOUND,0.91,0.9
911,2021-09-30T00:00:00,Eastholme Home for the Aged,M517,Powassan,NORTH BAY-PARRY SOUND,0.83,0.82
912,2021-09-30T00:00:00,Lakeland Long Term Care (Eldcap),2966,Parry Sound,NORTH BAY-PARRY SOUND,0.96,0.96
913,2021-09-30T00:00:00,Lakeland Long Term Care Services,2958,Parry Sound,NORTH BAY-PARRY SOUND,0.96,0.96
914,2021-09-30T00:00:00,Nipissing Manor Nursing Care Center,920,Corbeil,NORTH BAY-PARRY SOUND,0.89,0.87
915,2021-09-30T00:00:00,The West Nipissing General Hospital,7069,Sturgeon Falls,NORTH BAY-PARRY SOUND,0.88,0.86
916,2021-09-30T00:00:00,Waters Edge Care Community,2598,North Bay,NORTH BAY-PARRY SOUND,0.95,0.92
917,2021-09-30T00:00:00,Atikokan General Hospital,2756,Atikokan,NORTHWESTERN,0.91,0.9
918,2021-09-30T00:00:00,Birchwood Terrace,2620,Kenora,NORTHWESTERN,0.95,0.91
919,2021-09-30T00:00:00,EMO Health Centre,2831,Emo,NORTHWESTERN,0.87,0.79
920,2021-09-30T00:00:00,Northwood Lodge,M607,Red Lake,NORTHWESTERN,1,0.95
921,2021-09-30T00:00:00,Pinecrest (Kenora),M563,Kenora,NORTHWESTERN,0.97,0.95
922,2021-09-30T00:00:00,Princess Court,M608,Dryden,NORTHWESTERN,0.89,0.79
923,2021-09-30T00:00:00,Rainy River Health Centre,2820,Rainy River,NORTHWESTERN,0.98,0.96
924,2021-09-30T00:00:00,Rainycrest,3033,Fort Frances,NORTHWESTERN,0.9,0.89
925,2021-09-30T00:00:00,William A. 'Bill' George Extended Care Facility,2785,Sioux Lookout,NORTHWESTERN,1,0.49
926,2021-09-30T00:00:00,Carleton Lodge,M508,Nepean,OTTAWA,0.97,0.93
927,2021-09-30T00:00:00,Carlingview Manor,2420,Ottawa,OTTAWA,0.98,0.96
928,2021-09-30T00:00:00,Centre d'Accueil Champlain,M511,Vanier,OTTAWA,0.97,0.81
929,2021-09-30T00:00:00,Élisabeth-Bruyère Residence,2759,Ottawa,OTTAWA,0.98,0.9
930,2021-09-30T00:00:00,Extendicare Laurier Manor,2665,Gloucester,OTTAWA,0.95,0.93
931,2021-09-30T00:00:00,Extendicare Medex,2579,Ottawa,OTTAWA,0.96,0.91
